,age,workclass,fnlwgt,education,education-number,marital-status,occupation,relationship,race,sex,capital-gain,capital-loss,hours-per-week,native-country,income
39604,35,1,223242,9,13,0,8,1,4,1,0,0,40,37,0
39608,56,4,110257,11,9,2,0,0,4,1,0,0,40,37,0
39609,31,0,101345,11,9,4,5,3,4,0,0,0,40,37,0
39615,44,0,184099,11,9,2,0,0,4,1,0,0,40,37,1
39620,29,4,204516,12,14,2,8,0,4,1,0,0,15,37,0
39624,36,2,306156,15,10,2,10,0,4,1,15024,0,60,37,1
39625,70,3,37203,12,14,2,8,0,4,1,9386,0,30,37,1
39638,24,3,83374,15,10,4,8,1,1,1,0,0,30,37,1
39644,23,1,218678,1,7,2,5,0,4,1,0,0,40,37,0
39647,53,1,200190,12,14,2,8,0,4,1,0,1977,55,37,1
39649,52,1,205767,12,14,2,8,0,2,1,0,0,40,37,1
39657,25,1,249214,15,10,4,0,4,2,0,0,0,40,37,0
39659,53,1,204397,11,9,2,3,0,4,1,0,0,60,37,0
39662,57,0,42298,12,14,2,3,0,2,1,15024,0,40,37,1
39665,31,0,166626,11,9,2,0,0,4,1,0,0,40,37,1
39666,39,4,326566,15,10,4,12,3,2,1,0,0,40,37,0
39674,40,0,36885,15,10,4,0,1,4,0,0,0,50,37,0
39680,63,3,28612,11,9,6,10,1,4,1,0,0,70,37,0
39685,47,2,350759,11,9,2,3,0,4,1,0,0,40,37,1
39689,21,4,299153,15,10,4,0,3,4,0,0,0,15,37,0
39692,31,4,207505,10,16,2,8,0,4,1,0,1977,70,37,1
39697,45,3,155489,5,4,2,3,0,4,1,0,0,65,37,1
39703,51,2,162943,14,15,2,8,0,4,1,0,0,40,37,1
39705,56,4,67662,12,14,0,8,1,4,0,0,0,39,37,0
39707,55,3,278228,0,6,2,10,0,4,1,0,0,35,37,0
39711,43,2,83348,11,9,2,2,0,4,1,0,0,60,37,0
39712,24,1,196816,15,10,4,9,1,4,1,0,0,50,37,0
39714,33,1,55921,8,11,4,9,1,4,1,0,0,70,37,0
39716,29,0,119848,9,13,4,8,1,4,0,0,0,40,37,0
39720,45,4,199326,12,14,2,8,0,4,1,0,0,45,37,1
39724,42,1,193537,5,4,3,7,1,4,0,0,0,35,31,0
39733,49,0,229376,11,9,2,0,0,4,1,0,0,40,37,1
39738,28,1,407672,9,13,4,8,1,4,0,0,0,40,37,0
39740,83,2,240150,0,6,2,4,0,4,1,20051,0,50,37,1
39746,56,4,93415,11,9,6,0,4,1,0,0,0,40,37,0
39748,42,3,269733,12,14,2,10,0,4,1,99999,0,80,37,1
39755,55,4,120781,10,16,2,8,0,1,1,0,0,40,17,1
39757,58,3,33309,11,9,6,4,1,4,1,0,0,80,37,0
39759,28,4,277635,15,10,4,0,1,4,0,0,0,50,37,0
39760,49,1,123088,15,10,2,3,0,4,1,0,0,46,37,0
39763,40,3,98985,11,9,0,3,1,2,1,0,0,50,37,0
39778,60,4,114060,15,10,2,9,0,4,1,0,0,40,37,0
39779,53,4,58913,12,14,2,3,0,4,1,0,0,42,37,1
39780,37,4,378916,11,9,2,0,0,4,1,0,0,40,37,0
39785,31,1,153005,9,13,2,8,0,4,1,0,0,40,37,1
39792,47,2,215620,12,14,2,3,0,4,1,15024,0,55,37,1
39800,46,1,303918,11,9,2,9,0,4,1,7688,0,96,37,1
39801,22,0,262819,15,10,4,0,1,4,0,0,0,40,37,0
39809,72,0,217864,11,9,2,0,0,4,1,0,0,40,37,1
39810,41,2,117721,15,10,2,4,0,4,1,0,0,65,37,0
39822,29,1,190330,15,10,4,7,3,4,0,0,0,10,37,0
39823,29,4,199450,15,10,0,0,4,2,1,0,0,40,37,0
39824,32,1,199539,15,10,2,9,0,4,1,0,0,40,37,1
39826,50,3,29231,11,9,2,3,0,4,1,0,0,45,37,1
39830,54,4,166774,12,14,4,8,1,4,0,0,0,45,37,1
39833,70,2,247383,15,10,2,3,0,4,1,0,0,40,37,1
39838,47,4,149337,11,9,0,0,4,4,1,0,0,38,37,0
39841,45,3,58683,15,10,2,12,0,4,1,0,0,40,37,0
39845,33,2,289886,11,9,4,7,4,1,1,0,0,40,38,0
39848,48,2,51579,9,13,2,3,0,4,1,0,0,60,37,1
39851,47,1,228372,12,14,2,8,0,4,1,0,0,48,37,1
39852,53,1,236873,12,14,2,3,0,2,1,0,0,40,37,1
39856,43,1,175526,15,10,2,7,0,4,1,0,0,40,37,0
39861,44,3,89172,9,13,2,8,0,4,1,0,0,80,37,0
39862,37,0,143547,9,13,4,8,1,4,0,0,0,40,37,0
39864,31,1,150324,11,9,2,2,0,4,1,0,0,40,37,0
39871,61,2,98350,10,16,2,3,0,1,1,0,0,40,34,1
39880,51,0,254211,12,14,6,10,4,4,1,0,0,50,7,1
39882,47,1,219632,7,12,5,3,1,4,1,0,1408,40,37,0
39883,31,4,161631,15,10,0,0,4,4,0,0,0,40,37,0
39891,43,4,114537,8,11,2,9,0,4,1,0,0,40,37,0
39897,55,2,120920,12,14,0,8,1,4,0,0,0,35,37,0
39899,41,4,27305,12,14,2,8,0,4,1,0,0,40,37,1
39901,47,1,218596,8,11,0,0,1,4,0,0,0,40,37,0
39904,56,3,78090,15,10,0,10,4,4,0,0,0,48,37,0
39906,34,3,203488,11,9,2,2,0,4,1,0,0,60,37,0
39907,27,1,172091,11,9,4,2,4,2,1,0,0,40,37,0
39909,72,3,139889,15,10,2,4,0,4,1,0,0,74,37,0
39910,43,1,301638,2,8,2,12,0,4,1,0,1579,40,37,0
39915,41,0,187462,8,11,0,0,3,2,0,0,0,40,37,0
39920,56,1,571017,15,10,2,0,5,4,0,0,0,15,37,0
39922,55,4,296991,14,15,2,8,0,4,1,15024,0,40,37,1
39923,50,4,45961,9,13,3,8,1,4,1,6849,0,40,37,0
39925,42,2,50356,11,9,2,3,0,4,1,0,0,40,37,0
39928,42,0,70240,15,10,0,3,4,1,0,0,0,40,37,0
39935,34,2,127651,9,13,0,4,1,4,1,0,0,60,37,0
39936,27,1,236472,9,13,0,8,2,4,0,0,0,40,37,0
39947,35,1,226311,15,10,0,0,3,4,0,0,0,38,37,0
39949,42,1,125155,11,9,2,9,0,4,1,0,0,90,37,0
39952,56,1,212864,11,9,2,12,0,4,1,0,0,40,37,1
39954,47,3,191175,4,3,2,10,0,4,1,0,2179,50,24,0
39957,32,4,206051,15,10,3,4,3,4,1,0,0,50,37,0
39959,69,3,240562,14,15,2,8,0,4,1,99999,0,40,37,1
39961,25,1,191921,9,13,4,2,3,4,1,0,0,25,37,0
39970,43,2,82488,9,13,2,10,3,1,0,0,0,40,28,1
39989,40,0,219266,11,9,2,3,0,4,1,0,0,40,37,1
39990,58,0,200042,15,10,2,3,0,4,1,15024,0,40,37,1
39994,30,1,194740,9,13,2,9,0,4,1,0,0,40,37,0
39998,41,4,187322,9,13,4,8,1,4,1,0,0,40,37,0
40018,46,4,247992,5,4,4,7,1,2,0,0,0,40,37,0
40019,26,3,221626,11,9,2,7,5,4,0,0,1579,20,37,0
40020,43,2,48087,11,9,2,2,0,4,1,0,0,40,37,0
40021,62,1,114045,11,9,0,7,1,4,0,0,0,35,37,0
40022,60,4,69251,12,14,2,8,0,1,1,0,0,38,2,1
40027,19,4,37332,11,9,4,0,1,4,0,0,0,20,37,0
40033,36,4,183735,12,14,2,8,0,4,1,0,0,40,37,1
40035,33,1,152351,15,10,2,9,0,4,1,3908,0,40,37,0
40039,75,2,164570,1,7,4,3,1,4,1,0,0,50,37,0
40046,36,1,255454,9,13,4,9,1,2,1,0,0,40,37,0
40051,39,4,235379,7,12,0,8,1,4,0,0,0,40,37,0
40053,67,1,181220,15,10,0,0,1,2,0,0,0,20,37,0
40056,31,1,219883,11,9,4,9,1,2,1,0,0,40,37,0
40070,48,1,242923,11,9,2,11,5,4,0,0,1848,40,37,1
40071,52,1,330799,6,5,2,7,5,4,0,0,0,40,37,0
40073,40,0,75313,9,13,2,8,0,4,1,7688,0,66,37,1
40081,56,3,356067,12,14,4,10,1,4,1,0,0,16,37,0
40085,48,3,243631,11,9,2,3,0,1,1,0,0,30,33,0
40086,34,2,544268,11,9,0,10,1,4,0,0,0,50,37,0
40087,42,3,98061,8,11,2,3,0,4,1,0,0,50,37,0
40091,43,1,227734,8,11,2,12,0,4,1,0,0,22,37,0
40092,19,1,176831,15,10,4,7,3,2,0,0,0,35,37,0
40094,40,1,157240,9,13,0,8,4,4,0,0,0,70,37,0
40095,41,3,145441,8,11,2,2,0,4,1,0,0,40,39,0
40096,71,2,66624,9,13,2,3,0,4,1,0,2392,60,37,1
40098,31,4,557853,9,13,4,0,1,4,1,0,0,47,37,0
40100,58,3,118253,11,9,2,4,0,4,1,0,0,70,37,0
40110,35,3,115618,11,9,0,10,1,4,1,0,0,50,37,1
40111,45,3,106110,15,10,2,7,5,4,0,0,0,99,37,0
40116,64,3,388625,0,6,2,8,0,4,1,0,0,10,37,1
40117,54,3,261207,5,4,0,12,1,4,1,0,0,45,4,0
40121,26,3,68729,11,9,4,10,2,1,1,0,0,50,37,1
40128,66,1,157942,11,9,6,12,1,2,0,0,0,40,37,0
40135,50,3,156951,7,12,2,6,0,4,1,3103,0,40,37,1
40136,42,4,39239,12,14,4,8,1,4,1,0,0,70,37,0
40138,42,4,367292,15,10,2,9,0,4,1,0,0,40,37,1
40139,41,3,408498,11,9,2,3,0,4,1,0,0,50,37,0
40141,65,2,157403,11,9,2,10,0,4,1,0,0,50,37,0
40145,51,0,314007,11,9,0,3,1,4,0,0,0,40,37,0
40148,32,2,345489,15,10,2,3,0,4,1,0,0,55,37,1
40153,57,4,183657,15,10,2,8,0,2,1,0,0,35,37,1
40157,54,0,332243,2,8,2,0,0,4,1,0,0,40,37,0
40158,51,1,195844,15,10,2,9,0,4,1,0,0,40,37,1
40159,51,1,387250,9,13,2,0,0,4,1,0,0,50,37,1
40160,38,4,188303,15,10,2,9,0,4,1,7688,0,40,37,1
40168,22,4,201569,9,13,4,8,3,4,0,0,0,20,37,0
40177,39,3,274683,15,10,2,10,0,4,1,7688,0,50,37,1
40178,50,1,196307,15,10,2,2,0,4,1,7688,0,40,37,1
40181,79,3,103684,11,9,2,4,0,4,1,0,0,40,37,0
40183,35,0,110188,9,13,2,8,0,1,1,0,0,40,38,0
40184,35,1,668319,9,13,2,3,0,4,1,0,1740,80,37,0
40192,47,3,216657,11,9,2,4,0,4,1,0,0,60,37,0
40204,29,4,245310,15,10,4,8,1,4,1,0,0,35,37,0
40218,49,3,171540,15,10,2,4,0,4,1,0,0,60,37,0
40219,60,2,210827,9,13,2,8,0,4,1,7688,0,40,37,1
40220,28,3,410351,11,9,2,3,0,4,1,0,0,40,29,0
40224,65,1,153890,2,8,6,3,1,4,1,2009,0,44,37,0
40227,20,3,306710,11,9,4,4,3,4,1,0,0,40,37,0
40231,37,1,327120,15,10,2,12,0,4,1,0,0,30,37,0
40232,29,3,33798,11,9,2,12,0,4,1,0,0,45,37,0
40237,59,3,195835,11,9,2,10,0,4,1,0,0,60,37,0
40238,29,0,184723,15,10,4,7,1,4,0,0,0,40,37,1
40242,58,4,279878,12,14,2,3,0,4,1,0,0,40,37,1
40245,38,3,58972,11,9,2,3,0,4,1,0,0,50,37,0
40262,60,4,313946,11,9,2,7,0,4,1,0,0,40,37,0
40270,41,1,195897,12,14,2,8,0,4,1,0,0,60,37,0
40271,31,3,216283,7,12,2,7,5,4,0,0,0,35,37,1
40274,28,1,210945,9,13,4,8,1,2,0,0,0,60,37,0
40276,55,3,322691,12,14,2,10,0,4,1,3103,0,55,37,1
40279,55,0,321333,15,10,2,0,0,4,1,0,0,40,37,1
40280,44,2,120277,9,13,2,3,0,4,1,99999,0,45,37,1
40287,29,4,214284,12,14,4,8,4,1,0,0,0,20,34,0
40289,44,3,282722,14,15,2,8,0,4,1,99999,0,50,37,1
40291,42,2,120277,12,14,2,3,0,4,1,0,0,40,37,1
40298,65,4,29276,5,4,6,7,2,4,0,0,0,24,37,0
40299,52,3,104501,15,10,2,11,0,4,1,0,0,60,37,1
40306,40,1,290660,7,12,0,3,1,4,1,8614,0,50,37,1
40307,49,1,98738,11,9,2,2,0,4,1,0,0,40,37,1
40310,43,3,96129,1,7,2,5,0,4,1,0,0,60,37,0
40313,30,3,79303,8,11,2,4,0,4,1,0,0,60,37,0
40314,25,1,182380,11,9,4,2,3,4,1,0,0,40,37,0
40318,39,1,193815,15,10,2,9,0,4,1,0,0,40,37,1
40323,64,4,105748,11,9,2,4,0,4,1,0,0,40,37,0
40324,90,3,82628,11,9,4,3,1,4,1,2964,0,12,37,0
40329,47,3,235646,12,14,2,8,0,4,1,0,0,40,37,1
40336,35,3,233533,9,13,5,2,1,4,1,0,0,65,37,0
40341,63,2,96930,7,12,2,10,0,4,1,0,0,40,37,1
40345,50,2,163921,11,9,2,10,0,4,1,0,0,48,37,1
40348,38,2,478829,14,15,2,8,0,4,1,99999,0,50,37,1
40352,39,1,236391,11,9,2,6,0,4,1,0,0,38,37,1
40355,42,1,46094,9,13,0,12,1,4,1,0,0,33,37,0
40362,67,3,364862,11,9,6,7,1,4,0,0,0,30,37,0
40369,56,3,115422,11,9,2,4,0,4,1,0,0,40,37,0
40370,35,2,111319,7,12,2,10,0,4,1,0,1887,45,37,1
40376,52,4,135388,11,9,2,2,0,4,1,5013,0,40,37,0
40377,39,3,597843,12,14,4,8,1,4,0,0,0,50,3,0
40382,33,3,127894,14,15,2,8,0,4,1,0,0,60,37,1
40401,38,1,37931,11,9,2,9,0,4,1,0,0,40,37,1
40412,46,3,353012,10,16,2,8,0,4,1,0,1902,50,37,1
40417,55,0,305850,14,15,2,3,0,4,1,15024,0,40,37,1
40418,48,1,273402,5,4,2,12,0,4,1,0,1902,40,37,0
40420,47,3,218676,12,14,2,3,0,4,1,0,0,45,37,0
40421,55,3,141807,9,13,2,3,0,4,1,0,0,40,37,1
40422,41,4,222434,7,12,2,9,0,4,1,0,0,40,37,0
40431,35,3,114366,9,13,2,8,0,4,1,0,0,40,37,0
40441,41,2,94113,12,14,2,3,0,4,1,0,0,60,37,1
40442,51,3,208003,11,9,2,10,0,4,1,0,0,40,37,0
40445,42,2,277488,14,15,2,8,0,4,1,15024,0,65,37,1
40450,58,3,163047,9,13,0,8,1,4,0,0,0,40,37,0
40451,41,4,47902,9,13,2,0,0,4,1,0,0,50,37,1
40455,29,2,104737,11,9,2,2,0,4,1,0,0,60,37,0
40457,39,4,218249,15,10,5,8,4,2,0,0,0,37,37,0
40459,36,0,112847,9,13,2,8,0,1,1,0,0,40,37,0
40460,24,1,126613,9,13,4,8,3,4,0,0,0,20,37,0
40461,50,3,145419,12,14,2,10,0,4,1,7688,0,45,37,1
40462,32,3,34572,11,9,0,4,1,4,1,0,0,65,37,0
40471,59,2,200453,12,14,2,10,0,4,1,0,0,40,37,0
40472,56,3,403072,15,10,2,2,0,4,1,0,0,50,37,1
40482,52,1,186117,11,9,2,9,0,4,1,0,0,56,37,1
40483,29,4,67053,11,9,4,7,1,1,1,0,0,40,35,0
40490,60,1,195453,8,11,2,3,0,4,1,0,0,60,37,1
40493,37,4,252939,8,11,4,8,4,2,0,5455,0,40,37,0
40496,58,0,319733,11,9,2,12,0,4,1,0,0,70,37,0
40497,21,4,99199,12,14,4,12,3,4,1,0,0,15,37,0
40500,45,3,34446,11,9,2,12,0,4,1,0,0,50,37,0
40501,40,3,237293,14,15,2,8,5,4,0,15024,0,40,37,1
40504,44,1,171589,8,11,2,2,0,4,1,7688,0,40,37,1
40509,39,4,85874,11,9,0,0,4,4,0,0,0,40,37,0
40510,45,3,176814,10,16,2,8,0,4,1,15024,0,40,37,1
40511,51,1,133336,12,14,2,8,0,4,1,15024,0,40,37,1
40526,32,1,186784,9,13,2,8,5,4,0,5013,0,45,37,0
40527,70,1,334666,11,9,6,0,1,4,0,0,0,12,37,0
40533,26,3,37023,15,10,2,4,0,4,1,0,0,78,37,0
40536,39,1,327435,11,9,0,2,4,4,0,0,0,40,37,0
40545,58,1,259216,6,5,0,7,1,4,0,0,0,40,37,0
40546,37,4,270278,11,9,0,0,4,4,0,0,0,12,31,0
40551,61,3,84409,10,16,2,8,0,4,1,0,0,40,37,1
40552,66,3,274451,6,5,2,4,0,4,1,0,0,25,37,1
40555,67,3,123393,11,9,2,12,0,4,1,6418,0,58,37,1
40560,59,4,349910,9,13,2,3,0,4,1,10605,0,50,37,1
40561,82,2,130329,5,4,2,4,0,4,1,0,0,50,37,0
40562,34,4,56964,10,16,2,8,5,4,0,0,0,50,37,1
40565,57,3,56480,11,9,2,3,0,4,1,0,0,1,37,0
40570,43,4,164790,15,10,0,0,1,2,1,0,0,50,37,1
40571,72,0,94242,15,10,6,11,1,4,0,0,0,16,37,0
40572,68,3,365020,11,9,2,10,0,4,1,0,0,40,37,0
40581,41,4,283917,8,11,2,8,0,4,1,0,0,35,37,1
40583,66,3,212185,5,4,2,4,0,4,1,0,0,48,37,0
40584,25,2,90752,9,13,4,10,1,4,0,0,0,50,37,0
40591,43,3,113211,11,9,2,3,5,4,0,0,0,40,37,0
40593,20,4,147280,11,9,4,7,2,3,1,0,0,40,37,0
40598,51,4,231495,10,16,2,3,0,4,1,7688,0,55,37,1
40601,49,2,213140,11,9,2,3,0,4,1,0,1902,60,37,1
40605,41,1,169995,15,10,0,9,1,4,1,0,0,20,37,0
40607,27,1,66824,9,13,4,8,1,0,0,3325,0,43,37,0
40608,48,3,52240,8,11,2,3,5,4,0,0,0,25,37,1
40610,61,4,186451,14,15,2,8,0,4,1,0,1902,40,37,1
40611,45,3,160724,9,13,2,3,0,1,1,0,0,45,2,1
40618,62,1,68268,11,9,2,12,0,4,1,0,0,40,37,0
40623,49,3,56841,9,13,2,4,0,4,1,0,0,70,37,0
40632,32,0,131534,11,9,4,3,1,2,0,0,0,40,37,0
40642,51,3,240236,7,12,5,10,1,2,1,0,0,30,37,0
40646,31,1,209103,15,10,2,9,0,4,1,3464,0,45,37,0
40648,28,1,84657,9,13,0,8,1,4,0,0,0,40,37,0
40659,44,3,361280,15,10,2,10,0,1,1,0,0,80,28,1
40671,49,4,72619,15,10,0,0,4,4,0,0,0,50,37,0
40676,83,2,153183,9,13,2,3,0,4,1,0,2392,55,37,1
40679,46,1,213668,1,7,4,7,1,4,1,0,0,40,37,0
40682,60,3,176839,14,15,2,10,0,4,1,0,0,45,37,1
40683,30,1,99502,8,11,0,9,4,0,0,0,0,40,37,0
40690,73,2,191540,9,13,2,10,0,4,1,0,0,50,37,1
40696,54,4,137065,10,16,4,3,1,4,0,0,0,40,37,1
40697,50,1,212685,11,9,2,7,0,2,1,0,0,40,37,0
40704,55,4,111130,7,12,0,0,3,1,1,0,0,40,37,0
40708,63,1,150079,11,9,2,0,5,4,0,0,0,35,37,1
40714,40,0,196456,15,10,4,0,3,4,0,0,0,40,37,0
40721,52,1,187830,11,9,0,11,4,4,1,4934,0,36,37,1
40722,25,3,368115,9,13,4,3,1,4,1,13550,0,35,37,1
40726,24,3,236769,5,4,2,2,0,4,1,0,0,40,37,0
40728,60,0,129379,15,10,2,11,0,4,1,0,0,40,37,0
40733,33,3,134886,9,13,2,8,5,4,0,0,0,50,37,1
40734,40,2,218558,9,13,2,3,0,4,1,0,0,45,37,1
40737,54,3,200960,9,13,2,10,0,4,1,0,0,50,37,1
40741,19,4,194260,15,10,4,0,3,4,0,0,0,15,37,0
40750,50,1,218382,15,10,0,7,4,2,0,0,0,40,37,0
40752,51,0,174102,11,9,2,0,0,4,1,0,0,40,37,1
40762,42,3,185129,14,15,2,8,0,4,1,0,1887,40,37,1
40764,39,2,124685,12,14,0,3,1,1,1,0,0,99,22,1
40765,69,3,76968,6,5,2,4,0,4,1,0,0,25,37,0
40767,29,0,37933,15,10,4,0,4,2,0,2174,0,40,37,0
40771,42,3,33795,11,9,2,2,0,4,1,0,0,45,37,0
40785,60,4,352156,14,15,2,8,0,4,1,0,0,40,37,1
40786,70,3,205860,12,14,2,3,0,2,1,0,0,40,37,0
40791,50,3,132716,14,15,2,3,0,4,1,99999,0,50,37,1
40803,48,2,54190,14,15,2,8,0,4,1,15024,0,40,37,1
40804,53,2,134793,15,10,2,3,0,4,1,15024,0,50,37,1
40809,38,3,344480,11,9,2,2,0,4,1,4064,0,40,37,0
40815,55,1,253062,15,10,2,8,0,4,1,0,0,40,37,1
40824,23,1,220912,9,13,4,8,1,2,0,0,0,40,37,0
40827,43,2,170785,15,10,2,10,0,4,1,0,0,55,37,0
40829,37,4,108293,7,12,0,8,4,4,0,0,0,38,37,0
40833,51,1,143865,0,6,6,7,1,4,0,0,0,24,37,0
40835,34,4,204461,12,14,2,8,0,4,1,0,0,50,37,1
40846,49,4,122066,12,14,2,8,0,4,1,0,0,45,37,1
40852,29,1,177398,12,14,2,8,5,4,0,0,0,40,37,1
40857,52,3,129311,15,10,2,3,0,4,1,0,0,95,37,1
40866,29,4,271012,0,6,4,7,3,2,0,0,0,40,37,0
40871,32,4,119033,11,9,2,12,0,4,1,0,0,40,37,1
40877,62,5,170114,7,12,2,4,0,4,1,0,0,50,37,0
40878,46,1,121124,9,13,2,9,0,4,1,15024,0,40,37,1
40881,41,2,236021,9,13,2,8,0,4,1,15024,0,40,37,1
40882,57,0,170603,15,10,2,0,0,4,1,0,0,40,37,1
40884,35,3,112271,9,13,2,3,0,4,1,0,0,50,37,1
40894,47,1,51579,15,10,2,9,0,4,1,0,0,50,37,0
40895,57,3,152030,15,10,2,10,5,4,0,0,0,25,37,1
40898,36,1,28996,11,9,2,12,0,4,1,0,0,40,37,0
40901,36,2,180419,11,9,2,4,0,4,1,0,0,45,37,0
40906,42,4,190044,9,13,2,3,0,4,1,15024,0,50,37,1
40907,37,3,35330,11,9,2,7,0,4,1,0,0,42,37,0
40908,35,0,84848,15,10,4,5,4,4,0,0,0,40,37,0
40909,56,3,176280,11,9,0,7,1,4,1,0,0,50,37,0
40911,37,1,108320,9,13,2,11,0,4,1,0,0,45,37,1
40912,48,4,106377,10,16,2,8,0,4,1,0,0,65,37,1
40934,36,3,167691,15,10,4,7,4,4,0,0,0,50,37,0
40946,37,1,196529,12,14,2,8,5,4,0,0,0,45,37,1
40947,35,2,175769,11,9,2,10,0,4,1,0,0,65,37,1
40949,36,1,331902,15,10,0,0,4,4,0,0,0,35,37,0
40952,27,4,205499,10,16,4,8,1,4,1,0,0,77,37,0
40954,29,3,69132,14,15,0,8,1,4,1,99999,0,60,37,1
40956,47,2,206947,7,12,6,3,1,4,0,0,0,67,37,0
40957,29,4,159782,12,14,2,8,5,4,0,0,0,45,37,1
40961,43,0,95902,7,12,2,8,5,2,0,0,0,40,37,0
40962,56,3,214323,1,7,2,2,0,4,1,0,0,40,37,0
40964,45,0,201127,15,10,2,8,0,4,1,0,0,56,37,1
40970,53,1,155314,11,9,2,0,5,4,0,0,0,40,37,1
40971,72,3,203289,15,10,2,2,0,4,1,0,0,35,37,0
40980,52,3,174752,11,9,0,2,1,4,1,0,0,40,37,0
40982,48,4,353824,11,9,2,9,0,4,1,0,0,72,37,1
40989,40,3,177810,9,13,2,2,0,4,1,0,0,30,37,0
40992,40,3,129298,11,9,2,7,0,4,1,0,0,45,37,0
40997,35,2,140854,11,9,4,12,1,4,1,0,0,60,37,0
41002,45,3,364365,9,13,4,10,1,4,0,0,0,35,37,0
41022,25,3,259299,15,10,2,2,0,4,1,3103,0,50,37,1
41023,24,4,197731,11,9,2,12,0,4,1,0,0,49,37,1
41024,48,3,197702,15,10,2,12,0,4,1,0,0,40,37,0
41035,21,3,25631,15,10,4,4,3,4,1,0,0,40,37,0
41037,54,0,35576,15,10,2,2,0,4,1,0,0,40,37,0
41039,32,4,317647,11,9,4,12,3,4,1,0,0,40,37,0
41040,59,3,170411,5,4,2,12,0,4,1,0,0,40,37,0
41051,58,2,182062,10,16,2,8,0,4,1,0,0,24,37,1
41056,45,3,328051,12,14,4,8,1,4,0,0,0,60,37,0
41059,45,3,420986,9,13,2,8,0,4,1,0,0,40,37,1
41063,29,1,188909,9,13,4,8,3,2,0,0,0,42,37,0
41065,18,3,157131,1,7,4,10,3,4,0,0,0,40,37,0
41071,50,2,167793,14,15,2,8,0,4,1,0,2415,60,37,1
41072,74,3,206682,15,10,2,8,0,4,1,0,1648,35,37,0
41080,51,1,47415,7,12,2,0,5,4,0,0,1628,30,37,0
41081,37,3,188563,15,10,2,3,0,4,1,4386,0,50,37,1
41082,29,3,184710,11,9,2,2,0,4,1,0,0,40,37,0
41085,40,2,111483,9,13,4,8,3,4,1,0,0,40,37,0
41086,26,2,266639,9,13,4,0,1,4,0,0,0,40,37,0
41087,42,3,93853,15,10,2,2,0,4,1,0,0,45,37,0
41098,32,1,95530,15,10,2,7,0,4,1,0,0,40,37,0
41099,44,1,73199,8,11,0,11,4,1,1,0,0,40,37,0
41104,44,1,56651,9,13,2,3,0,4,1,0,0,52,37,0
41107,39,4,183092,10,16,0,8,1,4,0,0,0,40,37,1
41108,26,1,273399,15,10,4,9,1,4,1,0,0,40,27,0
41111,49,1,31267,9,13,2,8,0,4,1,0,0,50,37,0
41121,46,2,285335,15,10,2,10,0,4,1,0,0,60,37,1
41128,72,3,285408,14,15,2,8,0,4,1,0,2246,28,37,1
41129,26,3,177858,9,13,0,3,1,4,1,0,1876,38,37,0
41130,45,0,183804,15,10,4,0,3,4,1,0,0,40,37,0
41133,20,1,163965,11,9,4,7,4,2,0,0,0,40,37,0
41146,21,4,24008,15,10,4,2,3,4,1,0,0,35,37,0
41150,37,3,154641,11,9,4,4,1,4,1,0,0,86,37,0
41152,27,1,170504,9,13,4,12,1,4,0,0,0,40,37,0
41155,63,3,344128,9,13,2,10,0,4,1,0,0,50,37,1
41158,36,4,168894,8,11,3,9,3,4,0,0,0,40,10,0
41160,28,4,89564,9,13,2,9,0,4,1,0,0,50,37,0
41165,50,1,320386,7,12,0,8,1,4,0,0,0,40,37,0
41167,45,3,275445,9,13,0,3,4,4,1,0,0,50,37,0
41168,38,2,54953,15,10,2,2,0,4,1,0,0,38,37,0
41176,46,1,207677,9,13,2,9,0,4,1,0,0,40,37,1
41178,35,3,60269,11,9,2,3,0,4,1,0,0,60,37,0
41189,40,1,306495,9,13,2,8,0,4,1,0,0,35,37,0
41191,55,1,171328,15,10,3,0,4,2,0,0,0,35,37,0
41199,31,0,113688,11,9,4,6,4,4,0,0,0,40,37,0
41203,53,1,38795,6,5,2,3,0,4,1,0,0,40,37,0
41207,62,4,198686,11,9,2,7,0,4,1,0,0,40,37,0
41209,45,0,359808,7,12,4,3,1,4,1,0,0,40,37,0
41214,65,2,66360,1,7,2,3,0,4,1,6418,0,35,37,1
41220,52,0,123011,11,9,0,0,1,4,1,0,0,45,37,0
41221,53,3,135339,9,13,2,3,0,1,1,7688,0,20,2,1
41222,48,0,497486,11,9,3,0,4,4,0,1471,0,40,37,0
41234,30,3,196342,15,10,4,10,3,4,1,0,0,25,37,0
41239,24,1,387108,15,10,2,9,0,2,1,0,0,40,37,0
41253,41,2,32016,11,9,2,10,0,4,1,0,0,62,37,0
41262,43,2,140988,9,13,2,10,2,1,1,0,0,45,17,0
41264,40,1,150755,9,13,2,8,0,4,1,99999,0,75,37,1
41268,57,4,283635,15,10,0,2,1,4,0,0,0,40,37,0
41316,49,3,175622,9,13,2,8,0,4,1,0,0,40,37,1
41322,41,1,67671,12,14,2,8,0,4,1,0,0,50,37,0
41338,29,1,302422,8,11,4,9,1,4,1,0,1564,56,37,1
41342,49,2,246739,15,10,2,2,0,4,1,0,0,45,37,1
41345,37,1,105266,15,10,2,12,0,4,1,0,0,40,37,0
41349,55,0,146477,15,10,2,2,0,4,1,0,0,45,37,0
41353,53,0,177647,11,9,2,11,0,4,1,0,0,40,9,1
41362,35,3,108808,11,9,0,2,1,4,1,0,0,50,37,0
